hh_num,community_factor,age,sex_factor,race_factor,marriage_factor,housesize,property_factor,energy_factor,income,waterperson_factor,drinking,multiple,share,treat_domestic2,treat_drinking2,storage,cistern_elevated2,days_noservice,hours_noservice,intermittency
141,Borbon,>60,hombre,mestizo,casado.o.union.libre,Small (up to 3),Yes,Continuous,<= $394,Adult man,No bottled water,single,no,treatment,treatment,store,no,4,18,150
141,Timbire,36-46,mujer/otro,afro-ecuatoriano,soltero,Medium (4-6),Yes,Continuous,<= $394,Adult woman,No bottled water,multiple,no,none,none,store,no,1,12,96
142,Timbire,>60,hombre,mestizo,casado.o.union.libre,Medium (4-6),Yes,Continuous,<= $394,Adult man,No bottled water,single,no,treatment,treatment,store,no,1,11,90
143,Borbon,36-46,hombre,afro-ecuatoriano,casado.o.union.libre,Small (up to 3),No,Continuous,Skipped,Adult woman,Bottled water,single,no,treatment,none,store,no,3,16,136
143,Timbire,>60,hombre,afro-ecuatoriano,casado.o.union.libre,Medium (4-6),Yes,Interrupted,<= $394,Adult man,Bottled water,multiple,no,none,treatment,store,no,0,14,98
144,Borbon,47-60,mujer/otro,afro-ecuatoriano,soltero,Small (up to 3),Yes,Interrupted,>394,Adult man,Bottled water,single,no,treatment,none,store,no,3,16,136
144,Timbire,>60,hombre,afro-ecuatoriano,casado.o.union.libre,Small (up to 3),Yes,Continuous,<= $394,Adult man,No bottled water,multiple,no,none,treatment,store,no,0,14,98
145,Borbon,47-60,mujer/otro,afro-ecuatoriano,soltero,Large (more than 6),Yes,Continuous,Skipped,Adult man,Bottled water,multiple,no,treatment,none,store,no,4,16,144
147,Timbire,>60,mujer/otro,afro-ecuatoriano,soltero,Small (up to 3),Yes,Interrupted,<= $394,Adult woman,No bottled water,multiple,no,none,treatment,no store,no,0,14,98
149,Borbon,47-60,hombre,afro-ecuatoriano,casado.o.union.libre,Medium (4-6),Yes,Continuous,<= $394,Adult man,Bottled water,single,no,treatment,treatment,store,no,4,16,144
150,Borbon,36-46,mujer/otro,afro-ecuatoriano,casado.o.union.libre,Medium (4-6),No,Continuous,>394,Adult man,Bottled water,single,no,treatment,none,store,no,5,16,152
151,Borbon,>60,hombre,mestizo,casado.o.union.libre,Large (more than 6),Yes,Continuous,>394,Adult man,Bottled water,single,no,treatment,none,store,no,5,18,156
151,Timbire,36-46,hombre,afro-ecuatoriano,casado.o.union.libre,Medium (4-6),Yes,Continuous,>394,Adult man,No bottled water,multiple,no,none,none,no store,no,1,11,90
152,Timbire,36-46,hombre,afro-ecuatoriano,casado.o.union.libre,Medium (4-6),Yes,Continuous,<= $394,Adult man,Bottled water,multiple,no,none,none,store,no,0,12,84
153,Timbire,<36,mujer/otro,afro-ecuatoriano,casado.o.union.libre,Medium (4-6),Yes,Continuous,<= $394,Adult woman,Bottled water,multiple,no,none,none,store,no,0,12,84
154,Timbire,>60,mujer/otro,afro-ecuatoriano,soltero,Medium (4-6),Yes,Interrupted,<= $394,Adult woman,No bottled water,multiple,no,none,treatment,no store,no,1,14,108
155,Borbon,36-46,hombre,mestizo,casado.o.union.libre,Medium (4-6),Yes,Interrupted,>394,Adult man,Bottled water,single,no,none,none,no store,no,7,24,168
157,Borbon,47-60,hombre,afro-ecuatoriano,casado.o.union.libre,Medium (4-6),Yes,Continuous,>394,Adult man,Bottled water,single,no,treatment,none,store,no,5,16,152
157,Timbire,47-60,mujer/otro,afro-ecuatoriano,soltero,Small (up to 3),Yes,Interrupted,<= $394,Adult woman,Bottled water,multiple,no,none,none,no store,no,0,11,77
158,Borbon,47-60,hombre,afro-ecuatoriano,casado.o.union.libre,Small (up to 3),No,Continuous,Skipped,Adult man,Bottled water,single,no,treatment,none,store,no,4,16,144
158,Timbire,47-60,hombre,afro-ecuatoriano,casado.o.union.libre,Large (more than 6),Yes,Continuous,>394,Adult man,No bottled water,multiple,no,none,treatment,no store,no,0,15,105
160,Timbire,<36,mujer/otro,afro-ecuatoriano,casado.o.union.libre,Medium (4-6),Yes,Continuous,<= $394,Adult man,No bottled water,single,no,none,treatment,store,no,1,12,96
161,Borbon,>60,hombre,afro-ecuatoriano,casado.o.union.libre,Small (up to 3),Yes,Interrupted,>394,Adult woman,Bottled water,single,no,treatment,treatment,store,no,4,22,162
161,Timbire,36-46,mujer/otro,afro-ecuatoriano,casado.o.union.libre,Medium (4-6),Yes,Continuous,>394,Adult man,No bottled water,multiple,no,none,treatment,no store,no,1,12,96
161,Timbire,47-60,hombre,afro-ecuatoriano,casado.o.union.libre,Medium (4-6),Yes,Continuous,>394,Adult man,No bottled water,multiple,no,none,treatment,no store,no,1,12,96
162,Timbire,47-60,hombre,afro-ecuatoriano,soltero,Small (up to 3),Yes,Continuous,<= $394,Adult man,Bottled water,multiple,no,none,none,no store,no,1,12,96
163,Timbire,47-60,hombre,afro-ecuatoriano,casado.o.union.libre,Medium (4-6),Yes,Continuous,>394,Adult man,No bottled water,multiple,no,none,none,no store,no,1,12,96
165,Borbon,>60,hombre,mestizo,casado.o.union.libre,Medium (4-6),Yes,Interrupted,Skipped,Adult woman,No bottled water,single,no,none,none,store,no,4,20,156
165,Timbire,36-46,mujer/otro,afro-ecuatoriano,soltero,Small (up to 3),Yes,Continuous,>394,Adult woman,No bottled water,multiple,no,none,treatment,store,no,0,12,84
166,Timbire,47-60,mujer/otro,afro-ecuatoriano,soltero,Small (up to 3),No,Continuous,<= $394,Adult woman,Bottled water,multiple,no,none,treatment,store,no,0,11,77
167,Maldonado,<36,mujer/otro,afro-ecuatoriano,soltero,Small (up to 3),Yes,Interrupted,>394,Adult woman,Bottled water,single,no,treatment,none,store,yes,6,23,167
168,Timbire,47-60,mujer/otro,afro-ecuatoriano,soltero,Small (up to 3),Yes,Continuous,<= $394,Adult woman,Bottled water,multiple,no,none,treatment,no store,no,1,11,90
169,Borbon,<36,hombre,afro-ecuatoriano,casado.o.union.libre,Small (up to 3),Yes,Continuous,<= $394,Adult woman,Bottled water,single,no,treatment,none,store,no,4,18,150
169,Timbire,47-60,mujer/otro,afro-ecuatoriano,soltero,Large (more than 6),Yes,Continuous,<= $394,Adult woman,No bottled water,multiple,no,none,none,store,no,1,11,90
169,Maldonado,36-46,mujer/otro,afro-ecuatoriano,soltero,Medium (4-6),Yes,Interrupted,Skipped,Adult woman,Bottled water,single,no,treatment,none,store,no,4,9,123
172,Timbire,47-60,mujer/otro,afro-ecuatoriano,soltero,Small (up to 3),Yes,Continuous,<= $394,Adult woman,Bottled water,multiple,no,none,treatment,store,no,0,10,70
173,Borbon,<36,hombre,afro-ecuatoriano,casado.o.union.libre,Medium (4-6),No,Continuous,>394,Adult man,Bottled water,single,no,none,none,store,no,3,16,136
173,Timbire,>60,hombre,afro-ecuatoriano,soltero,Small (up to 3),No,Continuous,<= $394,Adult man,Bottled water,multiple,no,none,treatment,no store,no,0,14,98
174,Timbire,47-60,hombre,afro-ecuatoriano,casado.o.union.libre,Medium (4-6),Yes,Continuous,<= $394,Adult man,No bottled water,multiple,no,none,none,store,no,0,11,77
174,Maldonado,47-60,hombre,mestizo,casado.o.union.libre,Medium (4-6),No,Interrupted,Skipped,Adult woman,Bottled water,single,no,none,none,store,no,4,9,123
175,Borbon,>60,mujer/otro,mestizo,divorced/separated/widowed,Small (up to 3),Yes,Continuous,>394,Adult man,Bottled water,single,no,none,none,store,no,4,18,150
176,Timbire,36-46,mujer/otro,afro-ecuatoriano,casado.o.union.libre,Large (more than 6),Yes,Continuous,<= $394,Adult man,No bottled water,multiple,no,none,none,store,no,0,11,77
176,Maldonado,47-60,hombre,afro-ecuatoriano,casado.o.union.libre,Medium (4-6),Yes,Continuous,Skipped,Adult woman,Bottled water,single,no,treatment,none,store,yes,4,4,108
177,Timbire,36-46,mujer/otro,afro-ecuatoriano,soltero,Small (up to 3),Yes,Continuous,<= $394,Adult woman,No bottled water,multiple,no,none,treatment,no store,no,0,13,91
177,Maldonado,>60,mujer/otro,afro-ecuatoriano,divorced/separated/widowed,Small (up to 3),Yes,Continuous,Skipped,Adult woman,Bottled water,single,no,none,none,store,yes,1,9,78
178,Timbire,<36,hombre,afro-ecuatoriano,casado.o.union.libre,Small (up to 3),Yes,Continuous,<= $394,Adult man,No bottled water,multiple,no,none,treatment,store,no,0,11,77
178,Maldonado,36-46,hombre,mestizo,soltero,Small (up to 3),Yes,Interrupted,Skipped,Adult man,Bottled water,single,no,treatment,none,store,no,6,23,167
178,Borbon,>60,hombre,mestizo,casado.o.union.libre,Small (up to 3),Yes,Continuous,>394,Adult man,Bottled water,single,yes,treatment,none,store,no,3,14,128
179,Borbon,47-60,mujer/otro,mestizo,casado.o.union.libre,Medium (4-6),Yes,Continuous,>394,Adult man,Bottled water,single,no,none,none,store,no,3,12,120
179,Maldonado,47-60,hombre,afro-ecuatoriano,casado.o.union.libre,Medium (4-6),Yes,Interrupted,Skipped,Adult woman,Bottled water,single,no,none,none,store,no,3,9,108
180,Borbon,47-60,mujer/otro,mestizo,soltero,Small (up to 3),Yes,Interrupted,Skipped,Adult woman,Bottled water,single,no,none,none,store,no,3,21,156
180,Timbire,36-46,mujer/otro,afro-ecuatoriano,casado.o.union.libre,Medium (4-6),Yes,Continuous,>394,Adult woman,No bottled water,multiple,no,none,treatment,no store,no,0,10,70
181,Borbon,47-60,mujer/otro,afro-ecuatoriano,soltero,Small (up to 3),Yes,Continuous,<= $394,Adult woman,Bottled water,single,no,treatment,none,store,no,3,12,120
181,Timbire,<36,hombre,afro-ecuatoriano,soltero,Small (up to 3),Yes,Continuous,<= $394,Adult woman,No bottled water,multiple,yes,none,none,no store,no,0,13,91
181,Maldonado,>60,hombre,afro-ecuatoriano,casado.o.union.libre,Small (up to 3),Yes,Interrupted,Skipped,Adult woman,Bottled water,single,no,none,none,store,no,1,9,78
183,Borbon,47-60,mujer/otro,afro-ecuatoriano,soltero,Small (up to 3),Yes,Continuous,>394,Adult man,Bottled water,single,no,none,none,store,no,6,18,162
183,Timbire,47-60,hombre,afro-ecuatoriano,soltero,Small (up to 3),Yes,Interrupted,<= $394,Adult man,No bottled water,multiple,no,none,none,no store,no,1,12,96
183,Maldonado,36-46,mujer/otro,afro-ecuatoriano,soltero,Large (more than 6),Yes,Interrupted,Skipped,Adult woman,Bottled water,single,no,none,none,store,no,4,9,123
184,Borbon,47-60,hombre,afro-ecuatoriano,casado.o.union.libre,Small (up to 3),Yes,Continuous,>394,Adult man,Bottled water,multiple,no,none,none,store,no,3,16,136
184,Timbire,<36,mujer/otro,afro-ecuatoriano,casado.o.union.libre,Medium (4-6),No,Continuous,<= $394,Adult woman,No bottled water,single,no,none,none,no store,no,0,10,70
184,Maldonado,<36,mujer/otro,afro-ecuatoriano,casado.o.union.libre,Small (up to 3),No,Interrupted,Skipped,Adult woman,Bottled water,single,no,treatment,none,store,no,2,22,158
185,Timbire,<36,mujer/otro,afro-ecuatoriano,casado.o.union.libre,Medium (4-6),No,Interrupted,<= $394,Adult woman,No bottled water,multiple,no,none,none,store,no,0,10,70
185,Maldonado,36-46,hombre,afro-ecuatoriano,casado.o.union.libre,Small (up to 3),No,Interrupted,Skipped,Adult man,Bottled water,single,no,treatment,none,store,no,2,23,163
186,Maldonado,36-46,hombre,afro-ecuatoriano,casado.o.union.libre,Medium (4-6),No,Interrupted,Skipped,Adult man,Bottled water,single,no,treatment,none,no store,no,4,21,159
187,Timbire,>60,hombre,afro-ecuatoriano,soltero,Small (up to 3),Yes,Interrupted,<= $394,Adult man,No bottled water,multiple,no,none,treatment,no store,no,0,13,91
187,Maldonado,47-60,mujer/otro,afro-ecuatoriano,soltero,Small (up to 3),Yes,Interrupted,Skipped,Adult woman,Bottled water,single,no,none,none,store,no,1,9,78
188,Timbire,>60,hombre,afro-ecuatoriano,casado.o.union.libre,Small (up to 3),Yes,Interrupted,>394,Adult man,No bottled water,multiple,no,none,treatment,store,no,1,11,90
188,Maldonado,36-46,mujer/otro,afro-ecuatoriano,soltero,Medium (4-6),Yes,Interrupted,>394,Adult woman,Bottled water,single,no,treatment,none,store,no,6,23,167
190,Borbon,47-60,hombre,afro-ecuatoriano,casado.o.union.libre,Small (up to 3),Yes,Continuous,>394,Adult man,Bottled water,single,no,treatment,none,store,no,4,16,144
190,Timbire,36-46,hombre,afro-ecuatoriano,casado.o.union.libre,Medium (4-6),Yes,Continuous,>394,Adult man,No bottled water,multiple,no,none,treatment,no store,no,0,13,91
190,Maldonado,>60,mujer/otro,afro-ecuatoriano,soltero,Small (up to 3),Yes,Interrupted,Skipped,Adult woman,Bottled water,single,no,none,none,store,no,3,9,108
191,Timbire,36-46,hombre,afro-ecuatoriano,casado.o.union.libre,Medium (4-6),Yes,Continuous,<= $394,Adult man,No bottled water,multiple,no,none,treatment,no store,no,0,11,77
191,Maldonado,47-60,hombre,afro-ecuatoriano,casado.o.union.libre,Medium (4-6),Yes,Interrupted,Skipped,Adult woman,Bottled water,single,no,none,none,store,no,5,0,120
192,Borbon,47-60,hombre,afro-ecuatoriano,soltero,Small (up to 3),Yes,Interrupted,<= $394,Adult man,No bottled water,multiple,no,none,none,store,no,0,19,133
192,Timbire,36-46,hombre,afro-ecuatoriano,casado.o.union.libre,Medium (4-6),Yes,Continuous,<= $394,Adult man,No bottled water,multiple,no,none,none,no store,no,1,14,108
193,Borbon,>60,mujer/otro,afro-ecuatoriano,soltero,Small (up to 3),Yes,Continuous,<= $394,Adult woman,Bottled water,single,no,none,none,store,no,3,18,144
193,Maldonado,47-60,hombre,mestizo,soltero,Medium (4-6),Yes,Interrupted,Skipped,Adult man,Bottled water,single,no,treatment,none,store,no,6,23,167
194,Borbon,47-60,hombre,mestizo,casado.o.union.libre,Medium (4-6),Yes,Continuous,>394,Adult man,Bottled water,single,no,treatment,none,store,no,3,14,128
194,Timbire,47-60,hombre,afro-ecuatoriano,casado.o.union.libre,Medium (4-6),Yes,Continuous,<= $394,Adult man,No bottled water,multiple,no,none,treatment,store,no,0,10,70
195,Timbire,36-46,mujer/otro,afro-ecuatoriano,soltero,Medium (4-6),Yes,Continuous,<= $394,Adult woman,No bottled water,multiple,no,none,none,no store,no,0,12,84
195,Maldonado,36-46,hombre,afro-ecuatoriano,soltero,Large (more than 6),Yes,Interrupted,Skipped,Adult man,Bottled water,single,no,none,none,store,no,1,9,78
195,Maldonado,36-46,hombre,mestizo,casado.o.union.libre,Large (more than 6),Yes,Interrupted,Skipped,Adult man,Bottled water,single,no,none,none,store,no,1,9,78
196,Borbon,>60,mujer/otro,afro-ecuatoriano,soltero,Small (up to 3),Yes,Continuous,<= $394,Adult woman,Bottled water,single,no,none,none,store,no,3,14,128
196,Timbire,36-46,mujer/otro,afro-ecuatoriano,soltero,Large (more than 6),Yes,Continuous,<= $394,Adult man,No bottled water,multiple,no,none,none,no store,no,0,11,77
198,Borbon,47-60,hombre,mestizo,soltero,Small (up to 3),Yes,Continuous,<= $394,Adult man,Bottled water,single,no,none,none,store,no,3,22,160
198,Timbire,36-46,mujer/otro,afro-ecuatoriano,soltero,Medium (4-6),Yes,Continuous,<= $394,Adult man,Bottled water,multiple,no,none,treatment,no store,no,0,14,98
199,Timbire,<36,mujer/otro,afro-ecuatoriano,soltero,Medium (4-6),Yes,Continuous,>394,Adult woman,No bottled water,multiple,no,none,none,no store,no,1,12,96
199,Borbon,>60,hombre,afro-ecuatoriano,casado.o.union.libre,Small (up to 3),Yes,Continuous,>394,Adult woman,Bottled water,single,no,none,none,store,no,2,12,108
200,Timbire,>60,hombre,afro-ecuatoriano,casado.o.union.libre,Medium (4-6),Yes,Continuous,<= $394,Adult man,No bottled water,multiple,no,treatment,none,no store,no,0,13,91
201,Timbire,<36,mujer/otro,afro-ecuatoriano,casado.o.union.libre,Medium (4-6),Yes,Continuous,<= $394,Adult man,No bottled water,multiple,no,none,none,no store,no,0,12,84
201,Maldonado,<36,hombre,afro-ecuatoriano,casado.o.union.libre,Small (up to 3),No,Interrupted,>394,Adult man,Bottled water,single,no,treatment,none,store,no,5,23,166
202,Borbon,>60,hombre,afro-ecuatoriano,soltero,Small (up to 3),Yes,Continuous,>394,Adult man,Bottled water,single,no,none,none,no store,no,3,18,144
202,Timbire,47-60,hombre,afro-ecuatoriano,soltero,Small (up to 3),Yes,Continuous,<= $394,Adult man,Bottled water,multiple,no,none,treatment,no store,no,0,13,91
202,Maldonado,47-60,mujer/otro,afro-ecuatoriano,soltero,Small (up to 3),Yes,Interrupted,Skipped,Adult man,No bottled water,single,no,treatment,treatment,no store,no,1,22,156
203,Borbon,36-46,hombre,afro-ecuatoriano,casado.o.union.libre,Medium (4-6),Yes,Continuous,>394,Adult man,Bottled water,single,no,none,none,store,no,2,0,48
203,Maldonado,<36,hombre,afro-ecuatoriano,casado.o.union.libre,Medium (4-6),No,Interrupted,Skipped,Adult man,Bottled water,single,no,treatment,none,store,no,5,22,164
203,Maldonado,<36,hombre,afro-ecuatoriano,casado.o.union.libre,Small (up to 3),No,Interrupted,<= $394,Adult man,Bottled water,single,no,treatment,none,store,no,4,22,162
204,Borbon,<36,hombre,afro-ecuatoriano,casado.o.union.libre,Small (up to 3),Yes,Continuous,>394,Adult man,Bottled water,single,no,treatment,none,store,no,3,9,108
204,Timbire,>60,mujer/otro,afro-ecuatoriano,soltero,Small (up to 3),Yes,Continuous,<= $394,Adult woman,No bottled water,single,no,none,treatment,store,no,4,18,150
204,Maldonado,<36,mujer/otro,afro-ecuatoriano,casado.o.union.libre,Medium (4-6),Yes,Interrupted,>394,Adult man,Bottled water,single,no,treatment,none,store,no,0,22,154
205,Borbon,>60,hombre,mestizo,casado.o.union.libre,Medium (4-6),Yes,Continuous,>394,Adult man,Bottled water,single,no,none,none,store,no,3,9,108
205,Timbire,36-46,hombre,afro-ecuatoriano,soltero,Medium (4-6),No,Interrupted,>394,Adult man,No bottled water,multiple,no,none,none,no store,no,0,13,91
205,Maldonado,<36,mujer/otro,afro-ecuatoriano,soltero,Medium (4-6),No,Interrupted,Skipped,Adult woman,Bottled water,single,no,treatment,none,store,no,3,22,160
206,Timbire,<36,mujer/otro,afro-ecuatoriano,casado.o.union.libre,Medium (4-6),Yes,Continuous,<= $394,Adult woman,No bottled water,single,no,none,treatment,store,no,3,14,128
206,Maldonado,>60,hombre,afro-ecuatoriano,soltero,Small (up to 3),No,Interrupted,Skipped,Adult man,Bottled water,single,no,treatment,none,store,no,5,22,164
207,Timbire,36-46,mujer/otro,afro-ecuatoriano,casado.o.union.libre,Medium (4-6),Yes,Continuous,<= $394,Adult man,Bottled water,multiple,no,none,treatment,store,no,0,14,98
207,Maldonado,>60,hombre,afro-ecuatoriano,soltero,Small (up to 3),Yes,Interrupted,Skipped,Adult man,Bottled water,single,no,treatment,none,no store,no,3,21,156
208,Borbon,47-60,mujer/otro,afro-ecuatoriano,soltero,Small (up to 3),Yes,Continuous,>394,Adult woman,Bottled water,single,no,none,none,store,yes,4,22,162
208,Maldonado,36-46,hombre,afro-ecuatoriano,casado.o.union.libre,Medium (4-6),Yes,Interrupted,Skipped,Adult man,Bottled water,single,no,treatment,none,no store,no,6,23,167
209,Timbire,36-46,mujer/otro,afro-ecuatoriano,casado.o.union.libre,Medium (4-6),Yes,Interrupted,<= $394,Adult man,Bottled water,multiple,no,none,treatment,no store,no,1,14,108
210,Borbon,47-60,hombre,mestizo,casado.o.union.libre,Small (up to 3),Yes,Continuous,>394,Adult man,Bottled water,single,no,treatment,none,store,no,3,9,108
210,Timbire,36-46,mujer/otro,afro-ecuatoriano,casado.o.union.libre,Medium (4-6),Yes,Continuous,<= $394,Adult woman,No bottled water,multiple,no,none,none,store,no,0,12,84
210,Maldonado,>60,mujer/otro,afro-ecuatoriano,soltero,Small (up to 3),Yes,Interrupted,Skipped,Adult woman,Bottled water,single,no,treatment,none,store,no,1,21,150
211,Timbire,47-60,hombre,afro-ecuatoriano,casado.o.union.libre,Large (more than 6),Yes,Continuous,>394,Adult man,No bottled water,multiple,no,none,treatment,store,no,0,12,84
212,Maldonado,>60,mujer/otro,afro-ecuatoriano,divorced/separated/widowed,Small (up to 3),Yes,Interrupted,Skipped,Adult man,No bottled water,multiple,no,none,none,store,no,1,21,150
